Id,Sales
454,8415.55
455,9837.33
456,7252.3057
457,6824.036
458,8893.736
459,13549.946
460,6728.0737
461,6401.949
462,5755.0054
463,6446.398
464,11728.548
465,9933.783
466,10415.331
467,16605.023
468,8053.5146
469,17055.367
470,15868.971
471,9149.187
472,6638.074
473,4077.3079
474,9217.233
475,7871.0
476,7233.674
477,7742.9272
478,9516.874
479,16581.822
480,6399.733
481,7749.355
482,10207.501
483,6445.2236
484,10177.996
485,7021.3853
486,6075.8174
487,9653.749
488,4193.926
489,9300.642
490,10144.0
491,8793.9
492,10981.937
493,10883.1
494,9863.946
495,6951.457
496,9901.612
497,11690.531
498,7978.8086
499,7390.2876
500,7581.213
501,6756.685
502,14844.875
503,9336.281
504,8958.747
505,6616.235
506,10380.848
507,10178.113
508,11246.508
509,7363.241
510,10606.41
511,6503.8667
512,8890.8955
513,21554.451
514,7780.0454
515,11858.993
516,7166.852
517,7784.803
518,7463.676
519,7760.472
520,5447.4136
521,7624.9414
522,11235.851
523,16144.211
524,11149.032
525,11125.196
526,12341.549
527,14159.94
528,14523.892
529,10661.554
530,10891.739
531,5364.1157
532,11823.013
533,16190.19
534,10458.493
535,9319.164
536,12820.131
537,7701.732
538,4318.683
539,14084.206
540,8219.624
541,8645.682
542,7204.802
543,3366.572
544,18477.527
545,13843.662
546,15939.215
547,7251.434
548,5096.4766
549,6221.4976
550,6366.5693
551,10104.005
552,9483.014
553,9374.391
554,6133.948
555,5946.398
556,8861.764
557,5708.4365
558,4196.175
559,9708.051
560,17858.414
561,8900.873
562,23706.719
563,5952.788
564,6891.4146
565,8729.903
566,7202.768
567,7513.911
568,6245.2383
569,4818.171
570,6096.699
571,9988.878
572,8365.237
573,4962.1133
574,10312.451
575,7556.7974
576,8904.397
577,6813.708
578,14901.886
579,9846.802
580,12935.978
581,6307.0347
582,8110.078
583,5616.319
584,6223.4443
585,7423.7183
586,19223.93
587,12692.132
588,8740.626
589,7365.8613
590,7157.991
591,8072.4175
592,5222.568
593,12232.087
594,5490.6753
595,18534.324
596,6608.4775
597,7061.892
598,6992.5005
599,11914.227
600,11275.162
601,6011.353
602,7212.6953
603,9704.765
604,8702.568
605,10081.364
606,6985.068
607,6655.6675
608,13104.912
609,6003.434
610,4632.252
611,6860.4263
612,8173.39
613,7551.062
614,8919.536
615,10863.261
616,11129.855
617,8872.529
618,9182.293
619,6845.066
620,11387.124
621,7244.5557
622,6135.288
623,9990.746
624,8551.166
625,7796.819
626,12191.055
627,8057.464
628,10345.364
629,7207.668
630,7976.221
631,7378.1943
632,9423.992
633,7420.943
634,8924.812
635,8820.94
636,9739.564
637,11906.264
638,7771.2124
639,5448.5464
640,13800.687
641,7019.122
642,3515.4087
643,11865.839
644,11791.932
645,16504.354
646,6538.3
647,9222.888
648,7347.7227
649,5196.1777
650,8077.8936
651,8978.9
652,9649.082
653,7673.0996
654,8013.235
655,10916.054
656,4334.37
657,8464.566
658,7521.9565
659,6203.697
660,6885.4487
661,7442.712
662,10364.604
663,7969.3926
664,7761.5083
665,10201.633
666,8918.056
667,12011.837
668,11102.787
669,6332.714
670,9611.625
671,9207.656
672,10920.156
673,11041.223
674,12808.703
675,4305.0073
676,10744.33
677,9449.86
678,10408.657
679,12413.915
680,6733.4473
681,4838.791
682,15456.421
683,11043.855
684,10857.927
685,7751.58
686,7619.7505
687,10029.642
688,5085.2593
689,8189.9185
690,7081.216
691,9817.759
692,7249.9404
693,8170.1167
694,9973.428
695,6699.462
696,11732.944
697,13988.195
698,18107.078
699,12476.9795
700,6098.601
701,7539.662
702,6624.3115
703,3622.7505
704,12814.788
705,11125.451
706,7762.493
707,13994.921
708,7020.582
709,10802.849
710,6343.941
711,7971.5747
712,7604.8516
713,11777.488
714,7680.055
715,9825.74
716,7408.9624
717,7500.9004
718,9651.144
719,7405.6772
720,9956.32
721,9366.579
722,10193.044
723,11165.729
724,8394.683
725,7044.858
726,14188.032
727,5823.6553
728,6972.2744
729,14314.218
730,8992.391
731,9803.134
732,11304.72
733,18413.615
734,6852.5786
735,6527.352
736,6352.054
737,9776.392
738,10004.763
739,12672.5
740,10011.512
741,10851.818
742,10285.507
743,5082.083
744,9659.008
745,8858.197
746,8380.922
747,10337.514
748,7465.783
749,6561.9473
750,6638.5938
751,4457.0547
752,7171.967
753,9454.232
754,9253.524
755,13048.627
756,24255.557
757,8765.797
758,6210.1733
759,10373.029
760,9586.713
761,11998.452
762,5949.2974
763,7812.0938
764,5967.3413
765,11418.63
766,7997.216
767,9168.414
768,18849.586
769,14837.642
770,6094.019
771,8887.69
772,5217.569
773,7013.3003
774,6793.727
775,10161.808
776,6273.262
777,5925.8843
778,6731.039
779,9025.919
780,7730.132
781,5459.1797
782,7571.5874
783,8907.064
784,9559.568
785,9769.513
786,3820.9792
787,13813.196
788,20798.836
789,4298.77
790,9113.079
791,11334.453
792,9945.1875
793,6538.194
794,3784.7178
795,5442.48
796,9353.536
797,6170.5303
798,9229.734
799,12610.528
800,5956.616
801,7751.876
802,9811.309
803,6100.416
804,6509.0547
805,6505.585
806,10088.6455
807,11730.461
808,10353.37
809,10640.87
810,7773.844
811,5389.523
812,7975.8184
813,8116.0137
814,11865.013
815,8167.468
816,6821.1016
817,23952.78
818,7060.1274
819,6278.65
820,15203.748
821,10913.035
822,10435.943
823,7361.5205
824,9369.019
825,5651.275
826,11123.731
827,17826.764
828,7373.214
829,7672.792
830,7960.7397
831,15212.582
832,9119.53
833,6621.21
834,7646.4404
835,7283.987
836,7372.011
837,5565.2847
838,9786.001
839,5445.123
840,8441.6045
841,3894.3396
842,23970.01
843,11187.314
844,6136.9624
845,5632.8916
846,12926.186
847,9460.989
848,9998.973
849,10721.451
850,8110.875
851,6166.9824
852,5793.864
853,13180.359
854,6195.211
855,9647.904
856,9100.285
857,9083.965
858,6100.0264
859,9630.253
860,8727.105
861,5119.3716
862,11774.557
863,14108.486
864,6468.8677
865,9275.668
866,9144.589
867,7082.202
868,10615.093
869,7711.714
870,7791.3477
871,8439.028
872,8872.936
873,4119.145
874,6058.861
875,5943.739
876,1.0
877,8400.746
878,11396.326
879,5482.741
880,9609.251
881,6507.652
882,7580.62
883,5775.886
884,7502.4385
885,6945.8364
886,7318.458
887,7970.4263
888,11735.8545
889,6093.3677
890,8542.598
891,11549.099
892,10955.615
893,7665.6455
894,11938.683
895,12108.029
896,9287.265
897,4747.621
898,9296.881
899,5884.07
900,7454.022
901,8573.411
902,5086.598
903,14281.178
904,7489.3335
905,8552.675
906,14020.304
907,9140.822
908,5147.512
909,14853.117
910,8160.2964
911,13282.816
912,6858.83
913,11547.348
914,11349.392
915,8767.8955
916,6345.2964
917,9184.071
918,6509.787
919,8124.192
920,7832.029
921,9891.361
922,8490.708
923,5788.3896
924,4831.61
925,9269.124
926,10009.459
927,8851.458
928,11198.748
929,8284.479
930,8854.084
931,7478.4907
932,10418.828
933,10040.151
934,8917.732
935,8595.494
936,7505.4233
937,8522.269
938,12186.463
939,7413.4297
940,9772.71
941,6679.204
942,8335.013
943,8371.975
944,10052.004
945,5333.29
946,5392.1816
947,10425.736
948,11194.369
949,7098.088
950,7790.1064
951,10109.258
952,7786.697
953,6971.064
954,8791.9375
955,6490.2764
956,4640.221
957,10486.18
958,4708.165
959,10078.432
960,8730.036
961,8670.712
962,9815.296
963,13550.747
964,13208.888
965,10668.43
966,5850.056
967,10080.691
968,9017.71
969,5615.88
970,2943.9014
971,10589.348
972,4581.8467
973,10051.648
974,14847.239
975,9230.112
976,9349.505
977,5508.1587
978,10064.273
979,8011.309
980,8295.05
981,10526.292
982,9639.764
983,10611.115
984,7393.869
985,10314.645
986,6968.7104
987,10065.53
988,5446.297
989,6992.994
990,8958.645
991,6510.4453
992,6592.776
993,10500.151
994,6571.6685
995,11049.608
996,8835.2295
997,6323.1895
998,5998.958
999,11543.108
1000,9070.173
1001,7553.0503
1002,7833.6646
1003,9339.327
1004,7539.008
1005,8084.476
1006,10090.522
1007,10294.821
1008,6995.716
1009,6109.43
1010,13749.291
1011,9904.087
1012,7446.106
1013,5243.5625
1014,16882.236
1015,8574.376
1016,7134.013
1017,7473.6914
1018,13601.115
1019,10688.086
1020,10752.214
1021,10957.016
1022,9156.346
1023,7153.2
1024,8386.96
1025,9373.568
1026,13146.775
1027,19003.143
1028,6945.479
1029,6206.7563
1030,4873.471
1031,5831.4316
1032,13144.493
1033,19080.232
1034,7667.1226
1035,5865.0186
1036,6593.31
1037,8695.185
1038,6513.191
1039,9520.27
1040,10871.595
1041,7106.0537
1042,6172.644
1043,11524.836
1044,7858.278
1045,13503.36
1046,13306.846
1047,7780.891
1048,9575.957
1049,5131.819
1050,9537.929
1051,10321.81
1052,9391.717
1053,10718.671
1054,9019.767
1055,10339.328
1056,6596.399
1057,7315.883
1058,8879.176
1059,11431.87
1060,10486.29
1061,10359.573
1062,9181.82
1063,5081.1914
1064,12570.841
1065,5911.7026
1066,11235.336
1067,7415.4453
1068,5516.9976
1069,7328.314
1070,8841.771
1071,6692.4365
1072,9517.246
1073,9628.811
1074,7137.518
1075,12193.59
1076,5499.2607
1077,5350.15
1078,9105.911
1079,10777.656
1080,13221.58
1081,7940.591
1082,8405.202
1083,7017.4487
1084,8712.086
1085,9074.534
1086,8901.247
1087,8974.662
1088,6466.6406
1089,12742.248
1090,7992.3125
1091,10368.41
1092,17776.203
1093,11345.733
1094,5675.7734
1095,5726.728
1096,8266.869
1097,12523.894
1098,6369.248
1099,13314.221
1100,7542.122
1101,12535.414
1102,7740.4907
1103,8052.5312
1104,6374.055
1105,7439.1772
1106,6196.5703
1107,8382.657
1108,7023.569
1109,6016.5273
1110,5814.02
1111,5241.9424
1112,9688.524
1113,7429.81
1114,28479.86
1115,8299.814
1116,4988.9897
1117,5859.1025
1118,8331.031
1119,10498.148
1120,5264.1997
1121,5260.199
1122,11813.319
1123,8361.201
1124,8072.2715
1125,5775.286
1126,7244.4106
1127,8003.2056
1128,7119.2896
1129,6084.2964
1130,8453.925
1131,9865.217
1132,7816.842
1133,7353.5415
1134,7882.7427
1135,12137.582
1136,6388.17
1137,5831.7153
1138,6072.463
1139,11070.885
1140,11444.775
1141,8852.809
1142,10432.53
1143,6288.119
1144,8296.791
1145,5356.783
1146,6549.81
1147,5832.0215
1148,8354.855
1149,8832.256
1150,10655.373
1151,11077.6875
1152,7905.0215
1153,5943.268
1154,5763.6855
1155,5230.749
1156,6758.606
1157,11578.381
1158,6312.5957
1159,5228.1904
1160,6201.5137
1161,6865.303
1162,7618.711
1163,3454.585
1164,8813.062
1165,4767.885
1166,8124.4243
1167,7117.952
1168,6115.8496
1169,9244.147
1170,5839.4136
1171,8457.755
1172,10293.692
1173,8035.261
1174,5916.605
1175,9941.982
1176,5531.7783
1177,7696.5327
1178,9146.622
1179,12853.922
1180,6635.6753
1181,6720.5503
1182,10318.787
1183,7609.2627
1184,10804.116
1185,7149.258
1186,9870.864
1187,5571.712
1188,5056.861
1189,6909.4155
1190,7691.1685
1191,10358.278
1192,8648.478
1193,4166.293
1194,6466.943
1195,8675.519
1196,8098.476
1197,10218.47
1198,3990.5273
1199,12823.714
1200,8052.0015
1201,5068.717
1202,6748.2866
1203,7560.9067
1204,7258.347
1205,8991.61
1206,5512.085
1207,7453.709
1208,6373.9644
1209,7894.104
1210,7836.6763
1211,6905.3438
1212,7817.11
1213,5879.828
1214,6056.7925
1215,9350.04
1216,7967.8423
1217,7476.5293
1218,4669.054
1219,10413.126
1220,5135.1143
1221,8819.217
1222,7778.472
1223,14354.179
1224,6744.5674
1225,5873.886
1226,7957.779
1227,6198.214
1228,6876.719
1229,5696.59
1230,9391.985
1231,7764.7886
1232,4082.4062
1233,8529.945
1234,5794.3994
1235,8084.0674
1236,4623.304
1237,10907.343
1238,9957.621
1239,4253.8667
1240,13187.903
1241,6197.8413
1242,6165.3945
1243,9560.4795
1244,11012.521
1245,5643.793
1246,4781.1787
1247,8584.335
1248,7082.8237
1249,5085.7056
1250,6363.303
1251,7714.8555
1252,9673.492
1253,10724.571
1254,8459.78
1255,9043.748
1256,7413.649
1257,4583.849
1258,7104.373
1259,10083.297
1260,10221.3545
1261,8980.622
1262,8597.216
1263,9236.576
1264,7476.7217
1265,11587.175
1266,7396.9307
1267,5941.1084
1268,7160.525
1269,10480.461
1270,7900.3784
1271,9776.336
1272,10715.717
1273,9055.193
1274,8531.256
1275,6373.721
1276,7014.645
1277,9027.667
1278,6908.941
1279,7839.7715
1280,4691.609
1281,6906.793
1282,11763.927
1283,9441.022
1284,7033.833
1285,5149.9526
1286,9036.402
1287,8023.804
1288,8278.657
1289,6900.2476
1290,5878.6284
1291,5638.498
1292,4329.849
1293,11934.038
1294,9344.718
1295,7987.3438
1296,7720.7886
1297,6036.9517
1298,6662.807
1299,6351.715
1300,7236.255
1301,4435.856
1302,6535.426
1303,7361.528
1304,8944.062
1305,9167.645
1306,7751.7427
1307,14341.821
1308,6486.594
1309,6413.623
1310,10904.742
1311,5517.0503
1312,7338.1343
1313,3031.8171
1314,8851.053
1315,7178.8315
1316,6272.993
1317,7182.783
1318,7564.4194
1319,6365.6465
1320,6767.1655
1321,9470.396
1322,10862.753
1323,3300.307
1324,8642.318
1325,4076.0208
1326,14123.443
1327,4221.025
1328,8840.211
1329,8936.354
1330,8446.8
1331,7408.92
1332,4890.352
1333,6254.997
1334,3591.4998
1335,5428.611
1336,6575.223
1337,5411.772
1338,7168.8345
1339,8918.608
1340,7988.2275
1341,7281.0557
1342,6632.7583
1343,8666.975
1344,9604.752
1345,7446.752
1346,6770.904
1347,4647.038
1348,11767.001
1349,11460.079
1350,6550.3223
1351,8336.253
1352,4702.254
1353,8840.076
1354,5664.5728
1355,4893.7817
1356,6621.3613
1357,4990.784
1358,9660.344
1359,6360.178
1360,10394.917
1361,7549.391
1362,9293.583
1363,7431.5396
1364,5677.187
1365,9906.364
1366,21181.504
1367,12182.559
1368,6699.8584
1369,3547.7366
1370,7114.6807
1371,9346.875
1372,5403.4365
1373,7686.7534
1374,14427.43
1375,6498.5522
1376,14540.801
1377,22279.965
1378,4453.973
1379,7296.997
1380,6154.067
1381,4872.463
1382,15089.151
1383,4981.809
1384,9086.399
1385,10158.241
1386,10316.947
1387,7923.039
1388,8642.005
1389,5281.451
1390,7377.6665
1391,4708.344
1392,7708.743
1393,7464.2666
1394,10682.889
1395,6882.5596
1396,6356.103
1397,4911.5103
1398,9053.138
1399,6515.5767
1400,5387.8525
1401,4736.6655
1402,9605.843
1403,6026.4517
1404,6566.242
1405,7224.6826
1406,9227.516
1407,1.0
1408,7163.8516
1409,7293.1353
1410,8157.277
1411,8157.4014
1412,8510.531
1413,8847.913
1414,10636.71
1415,8263.108
1416,5953.1855
1417,4108.1655
1418,7075.6865
1419,7372.5103
1420,6799.8076
1421,5909.594
1422,3709.0461
1423,9294.54
1424,8104.704
1425,10656.867
1426,7245.3916
1427,6271.5454
1428,8558.452
1429,6387.256
1430,5183.0547
1431,10607.543
1432,5993.4155
1433,8402.693
1434,7969.4004
1435,17366.084
1436,7374.501
1437,6993.314
1438,7983.8936
1439,7719.22
1440,9910.844
1441,5951.641
1442,9455.64
1443,4996.9004
1444,8220.04
1445,4072.2043
1446,6512.9795
1447,4182.304
1448,11689.361
1449,5743.807
1450,16425.008
1451,16729.105
1452,5763.3994
1453,7565.531
1454,5870.565
1455,6478.1543
1456,5542.225
1457,12564.691
1458,8438.61
1459,9923.537
1460,6001.6934
1461,8014.802
1462,5913.739
1463,10070.235
1464,8895.238
1465,7120.3423
1466,7240.4937
1467,7442.101
1468,6933.5117
1469,8102.1533
1470,10119.194
1471,7519.1875
1472,9528.954
1473,11460.155
1474,7897.5
1475,7229.0527
1476,7682.5244
1477,10145.7705
1478,7334.9434
1479,6541.862
1480,7497.925
1481,8348.476
1482,5074.9863
1483,12067.702
1484,7429.9375
1485,8801.149
1486,7937.123
1487,9578.141
1488,5290.7993
1489,7499.8413
1490,11649.905
1491,8759.027
1492,8263.55
1493,8216.708
1494,4208.3247
1495,15607.665
1496,10107.812
1497,9417.702
1498,19041.22
1499,12191.147
1500,8123.4404
1501,8148.575
1502,10761.561
1503,10987.699
1504,11789.153
1505,11657.519
1506,6595.0967
1507,7618.0645
1508,6703.949
1509,9226.081
1510,3793.3237
1511,14481.249
1512,6405.3755
1513,6910.2393
1514,6807.8486
1515,10244.192
1516,8636.369
1517,7169.8193
1518,8511.57
1519,6777.9277
1520,5093.24
1521,7626.985
1522,5218.604
1523,5866.7866
1524,7461.412
1525,6846.679
1526,10173.367
1527,10154.241
1528,9132.753
1529,7253.433
1530,7689.2466
1531,12237.314
1532,7275.863
1533,5678.573
1534,5914.3086
1535,5930.4023
1536,12990.712
1537,4789.2666
1538,12791.2705
1539,6890.4746
1540,3358.8442
1541,5320.496
1542,9800.413
1543,7681.5938
1544,6093.467
1545,9662.021
1546,10982.502
1547,14406.79
1548,7209.8613
1549,10592.944
1550,3472.8176
1551,6469.96
1552,8439.495
1553,6295.4106
1554,7391.754
1555,6130.2695
1556,6714.9053
1557,5472.161
1558,6180.102
1559,13098.39
1560,9589.43
1561,5199.966
1562,4957.1367
1563,8662.727
1564,12211.524
1565,13009.422
1566,6380.065
1567,6623.9956
1568,13684.193
1569,6993.881
1570,8792.281
1571,7043.3057
1572,6221.865
1573,7033.424
1574,10895.5
1575,4949.1943
1576,5417.2773
1577,5874.245
1578,6330.546
1579,11100.839
1580,8829.291
1581,8201.659
1582,14583.814
1583,9309.383
1584,13205.764
1585,13412.614
1586,8367.975
1587,5695.579
1588,4059.2817
1589,8229.3125
1590,6387.3657
1591,6673.8105
1592,6687.281
1593,7487.6406
1594,14012.577
1595,5409.424
1596,6379.3164
1597,9689.032
1598,7747.914
1599,7796.3726
1600,6528.1304
1601,5537.448
1602,8807.02
1603,3433.2305
1604,9551.42
1605,9377.243
1606,8877.931
1607,9935.395
1608,10086.577
1609,8676.354
1610,6400.142
1611,8062.238
1612,9611.974
1613,7911.0405
1614,6444.3755
1615,7653.6567
1616,5998.1055
1617,12437.143
1618,9425.493
1619,6883.1177
1620,6106.7793
1621,8106.0723
1622,9620.678
1623,8165.933
1624,6760.6753
1625,8955.68
1626,5723.834
1627,7204.362
1628,18290.467
1629,7469.8574
1630,10046.799
1631,7484.3135
1632,7353.212
1633,7049.2334
1634,6521.502
1635,4412.8804
1636,6228.2246
1637,10529.535
1638,14198.197
1639,9349.576
1640,9418.313
1641,12861.157
1642,10617.058
1643,11938.467
1644,8866.27
1645,9754.569
1646,4954.3096
1647,11443.685
1648,13042.704
1649,9397.827
1650,9490.533
1651,9201.932
1652,8036.6255
1653,4202.885
1654,13053.768
1655,8414.739
1656,8040.9116
1657,7548.0664
1658,3414.0884
1659,15509.536
1660,11955.535
1661,15394.19
1662,7661.026
1663,4410.2925
1664,5037.551
1665,5975.652
1666,6932.1035
1667,9040.359
1668,8697.54
1669,5763.4766
1670,5983.825
1671,8433.243
1672,4258.999
1673,3671.2227
1674,7850.4043
1675,14542.812
1676,7670.78
1677,20058.037
1678,5314.227
1679,6608.421
1680,6816.139
1681,5672.2666
1682,5902.434
1683,5656.954
1684,4976.6416
1685,4218.5737
1686,8917.367
1687,7445.1826
1688,4643.245
1689,10237.756
1690,7477.542
1691,6918.806
1692,4547.5835
1693,14011.615
1694,8464.114
1695,9659.082
1696,5868.0454
1697,7823.7036
1698,4748.255
1699,5578.774
1700,5031.183
1701,17038.379
1702,12188.253
1703,7202.8438
1704,6049.212
1705,5705.4697
1706,6665.699
1707,5609.0005
1708,12516.467
1709,4643.4136
1710,15129.14
1711,5623.717
1712,6746.343
1713,6960.4604
1714,9879.972
1715,8549.217
1716,5283.774
1717,6972.015
1718,9152.119
1719,8035.974
1720,8802.694
1721,5818.353
1722,4650.355
1723,12867.414
1724,4999.723
1725,4118.395
1726,6563.4873
1727,7554.239
1728,7013.1196
1729,8015.337
1730,10588.035
1731,8390.04
1732,7875.8813
1733,7687.465
1734,5864.0396
1735,9663.662
1736,6226.514
1737,4689.989
1738,7462.0386
1739,8240.033
1740,7165.266
1741,11924.515
1742,7447.64
1743,7360.4395
1744,6962.4453
1745,8346.27
1746,5527.875
1747,7825.271
1748,6867.163
1749,8739.742
1750,7422.8755
1751,8395.627
1752,11630.921
1753,6800.4043
1754,4597.301
1755,10604.862
1756,7591.843
1757,3344.871
1758,7851.0107
1759,10436.84
1760,14465.112
1761,6086.7227
1762,5815.623
1763,6586.371
1764,3797.3135
1765,7505.638
1766,7734.7856
1767,8828.491
1768,6874.8047
1769,7847.0654
1770,9627.81
1771,3602.1536
1772,6633.897
1773,6223.8657
1774,6054.049
1775,6966.564
1776,6353.218
1777,8690.997
1778,7204.3003
1779,6302.1816
1780,9555.156
1781,9605.76
1782,9341.269
1783,9477.96
1784,5695.4814
1785,8354.911
1786,8148.047
1787,9452.33
1788,10644.362
1789,8687.938
1790,6861.2573
1791,9623.954
1792,8569.364
1793,8071.663
1794,9789.697
1795,6249.606
1796,4904.6235
1797,13153.447
1798,9476.053
1799,9741.925
1800,6882.855
1801,8256.956
1802,9357.284
1803,4647.739
1804,7413.614
1805,5973.9307
1806,8531.573
1807,6889.1206
1808,8253.074
1809,8992.477
1810,7353.9346
